ticker,expense,segment,issuer,name,aum,return_ytd,return_1m,return_3m,return_1y,return_3y,return_5y,return_10y,flow_ytd,flow_1m,flow_3m,flow_1y,flow_3y
QRFT,0.75%,Equity: U.S. - Large Cap,Exchange Traded Concepts,QRAFT AI-Enhanced U.S. Large Cap ETF,18,-13.46%,-13.03%,-9.90%,1.80%,--,--,--,$1.13M,$1.13M,$1.15M,-$7.46M,$11.75M
RNDV,0.50%,Equity: U.S. - Large Cap,First Trust,First Trust US Equity Dividend Select ETF,18,-3.61%,-1.92%,0.82%,17.95%,16.13%,--,--,$0.03M,$0.03M,-$1.50M,$10.20M,$10.41M
QQD,0.45%,Equity: U.S. - Large Cap,Simplify Asset Management Inc.,Simplify Nasdaq 100 PLUS Downside Convexity ETF,18,-12.38%,-12.41%,-8.17%,2.71%,--,--,--,$3.89M,$5.52M,$9.46M,$16.29M,$16.29M
PSMD,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Moderate January ETF,18,-4.82%,-4.36%,-3.15%,4.88%,--,--,--,$4.00M,$11.44M,$15.44M,$15.35M,$16.92M
AZAL,0.74%,Equity: U.S. - Large Cap,PIMCO,AllianzIM U.S. Large Cap Buffer10 Jul ETF,18,-4.13%,-3.77%,-2.40%,4.51%,--,--,--,-$18.97M,-$18.97M,-$16.05M,$12.16M,$13.48M
AUGZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - August,17,-6.19%,-5.73%,-3.47%,11.14%,--,--,--,$0.00M,$0.00M,-$0.83M,$7.21M,$15.36M
XRMI,0.60%,Equity: U.S. - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X S&P 500 Risk Managed Income ETF,17,-4.61%,-4.48%,-3.68%,--,--,--,--,$3.16M,$5.03M,$12.51M,$17.84M,$17.84M
FLRG,0.29%,Equity: U.S. - Large Cap,Fidelity,Fidelity US Multifactor ETF,17,-7.31%,-5.94%,-2.23%,16.39%,--,--,--,$2.64M,$2.64M,$3.96M,$8.76M,$10.90M
QMAR,0.90%,Equity: U.S. - Large Cap,First Trust,FT Cboe Vest Growth-100 Buffer ETF - March,16,-4.35%,-4.46%,-3.15%,--,--,--,--,$1.12M,$2.25M,-$0.00M,$15.39M,$15.39M
QRMI,0.60%,Equity: U.S. - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X NASDAQ 100 Risk Managed Income ETF,16,-5.81%,-5.98%,-6.98%,--,--,--,--,$3.92M,$4.62M,$12.72M,$17.12M,$17.12M
DEMZ,0.45%,Equity: U.S. - Large Cap,"Reflection Asset Management, LLC",Democratic Large Cap Core ETF,15,-10.85%,-9.48%,-6.50%,17.12%,--,--,--,$2.86M,$4.38M,$9.57M,$13.73M,$15.76M
PSMO,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Moderate October ETF,15,-3.21%,-2.90%,-2.22%,--,--,--,--,$0.00M,-$3.18M,$6.30M,$15.15M,$15.15M
JULZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - July,14,-6.61%,-6.06%,-3.74%,10.42%,--,--,--,$0.00M,-$0.88M,-$0.88M,$3.46M,$12.09M
HEQT,0.53%,Equity: U.S. - Large Cap,Simplify Asset Management Inc.,Simplify Hedged Equity ETF,14,-5.24%,-4.72%,--,--,--,--,--,$1.25M,$2.53M,$14.52M,$14.52M,$14.52M
QQC,0.45%,Equity: U.S. - Large Cap,Simplify Asset Management Inc.,Simplify Nasdaq 100 PLUS Convexity ETF,14,-14.77%,-15.00%,-9.26%,1.82%,--,--,--,-$2.36M,-$2.36M,$6.76M,$12.30M,$12.30M
MAGA,0.72%,Equity: U.S. - Large Cap,Point Bridge Capital,Point Bridge GOP Stock Tracker ETF,13,-3.57%,-1.81%,-1.72%,24.87%,16.31%,--,--,$0.00M,$0.00M,$0.00M,$0.97M,-$23.69M
NOVZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - November,13,-6.39%,-5.97%,-3.47%,--,--,--,--,$0.83M,$0.83M,$10.72M,$11.42M,$12.12M
XDQQ,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator Growth Accelerated ETF - Quarterly,13,-13.40%,-13.24%,-10.50%,--,--,--,--,$0.00M,$0.00M,-$0.96M,$12.80M,$12.80M
AZAA,0.74%,Equity: U.S. - Large Cap,PIMCO,AllianzIM U.S. Large Cap Buffer10 Apr ETF,13,-3.12%,-2.77%,-1.61%,7.76%,--,--,--,$0.00M,$0.00M,$0.00M,$6.94M,$8.87M
XBJA,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated 9 Buffer ETF - January,12,--,--,--,--,--,--,--,$12.77M,$12.77M,$12.77M,$12.77M,$12.77M
AZBA,0.74%,Equity: U.S. - Large Cap,PIMCO,AllianzIM U.S. Large Cap Buffer20 Apr ETF,12,-1.28%,-1.10%,-0.55%,3.97%,--,--,--,-$12.81M,-$12.81M,-$11.46M,$7.94M,$8.66M
XJUN,0.85%,Equity: U.S. - Large Cap,First Trust,FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - June,12,-2.55%,-2.20%,-1.41%,--,--,--,--,$0.00M,$0.00M,$0.00M,$5.99M,$5.99M
XBJL,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated 9 Buffer ETF - July,12,-3.39%,-2.97%,-1.78%,--,--,--,--,$0.65M,$0.65M,$1.32M,$11.63M,$11.63M
PSMJ,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Moderate (July) ETF,11,-3.00%,-2.62%,-1.83%,--,--,--,--,$0.53M,$0.53M,-$5.81M,$11.19M,$11.19M
DWPP,0.60%,Equity: U.S. - Large Cap,First Trust,First Trust Dorsey Wright People's Portfolio ETF,11,-9.45%,-8.70%,-6.41%,11.06%,5.39%,6.81%,--,$0.00M,$0.00M,$1.71M,-$1.45M,-$21.29M
FTLB,0.85%,Equity: U.S. - Large Cap,First Trust,First Trust Hedged BuyWrite Income ETF,11,-1.35%,-0.63%,-2.28%,6.97%,3.55%,3.08%,--,$1.02M,$1.02M,$1.02M,$5.23M,$1.04M
SPXT,0.27%,Equity: U.S. - Large Cap,ProShares,ProShares S&P 500 Ex-Technology ETF,11,-7.34%,-6.23%,-4.80%,14.38%,14.30%,10.63%,--,$0.00M,$0.00M,$2.38M,$4.30M,$6.09M
USLB,0.35%,Equity: U.S. - Large Cap,Invesco,Invesco Russell 1000 Low Beta Equal Weight ETF,10,-3.94%,-1.47%,0.75%,16.42%,12.88%,10.39%,--,$0.00M,$0.00M,$0.00M,-$0.23M,-$177.16M
QQMG,0.20%,Equity: U.S. - Large Cap,Invesco,Invesco ESG NASDAQ 100 ETF,9,-13.42%,-13.32%,--,--,--,--,--,$1.22M,$1.22M,$5.16M,$5.16M,$5.16M
XTJL,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated Plus ETF - July,9,-5.57%,-5.04%,-3.29%,--,--,--,--,$0.00M,$0.00M,$0.00M,$9.12M,$9.12M
ECOZ,0.58%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares ESG Active Opportunities ETF,9,-12.13%,-11.67%,-10.91%,1.59%,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$7.15M
SPXN,0.27%,Equity: U.S. - Large Cap,ProShares,ProShares S&P 500 Ex-Financials ETF,9,-9.67%,-8.98%,-4.81%,11.75%,19.22%,15.08%,--,$0.00M,$0.00M,$0.00M,$1.53M,$4.61M
STLC,0.25%,Equity: U.S. - Large Cap,Blackrock,iShares Factors US Blend Style ETF,8,0%,0%,0%,14.26%,--,--,--,$0.00M,$0.00M,$0.00M,$2.12M,$0.58M
QTJL,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator Growth Accelerated Plus ETF - July,8,-9.66%,-9.71%,-7.15%,--,--,--,--,$0.00M,$0.00M,$0.70M,$8.53M,$8.53M
PSFM,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Flex April ETF,8,-4.08%,-3.63%,-2.27%,--,--,--,--,$0.57M,$0.57M,-$0.00M,$7.48M,$7.48M
XDAP,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated ETF - April,8,-3.71%,-3.31%,-1.83%,--,--,--,--,$0.00M,$0.00M,$0.00M,$7.13M,$7.13M
OCTZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - October,8,-6.62%,-6.01%,-3.74%,10.40%,--,--,--,$0.00M,$0.00M,$1.60M,$3.21M,$3.21M
XTAP,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated Plus ETF - April,8,-3.28%,-2.81%,-1.63%,--,--,--,--,-$0.72M,-$0.72M,-$0.72M,$7.23M,$7.23M
VSL,0.65%,Equity: U.S. - Large Cap,Whitford Asset Management,Volshares Large Cap ETF,7,-12.59%,-9.94%,-10.27%,3.86%,19.40%,--,--,$0.00M,$0.00M,-$1.10M,$4.74M,$7.51M
GPAL,0.20%,Equity: U.S. - Large Cap,Goldman Sachs,Goldman Sachs ActiveBeta Paris-Aligned US Large Cap Equity ETF,7,-9.81%,-9.03%,--,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
RSPY,1.05%,Equity: U.S. - Large Cap,"Tuttle Tactical Management, LLC",Revere Sector Opportunity ETF,7,-7.88%,-7.49%,-5.13%,--,--,--,--,$0.00M,$0.00M,$0.00M,$4.98M,$4.98M
DECZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - December,7,-6.47%,-6.29%,-4.23%,9.86%,--,--,--,$1.50M,$3.03M,$3.84M,$1.22M,$6.85M
PSMR,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Moderate April ETF,7,-2.34%,-2.03%,-1.18%,--,--,--,--,$1.10M,$1.10M,$1.66M,$6.92M,$6.92M
PSCX,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Conservative (January) ETF,7,-3.95%,-3.48%,-2.25%,3.88%,--,--,--,$1.12M,$3.38M,$4.50M,$6.11M,$6.11M
XTJA,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated Plus ETF - January,7,--,--,--,--,--,--,--,$7.28M,$7.28M,$7.28M,$7.28M,$7.28M
QTJA,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator Growth Accelerated Plus ETF - January Series,7,--,--,--,--,--,--,--,$7.41M,$7.41M,$7.41M,$7.41M,$7.41M
IVLC,0.48%,Equity: U.S. - Large Cap,Invesco,Invesco US Large Cap Core ESG ETF,7,-10.57%,-9.89%,-7.60%,10.40%,--,--,--,$0.00M,$0.00M,$0.00M,$5.03M,$5.03M
LSLT,0.60%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Salt Low truBeta US Market ETF,6,-5.43%,-3.70%,-0.05%,12.81%,--,--,--,$0.00M,$0.00M,$0.00M,-$2.13M,$5.36M
PSFO,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Flex October ETF,6,-4.62%,-4.04%,-2.89%,--,--,--,--,-$1.08M,-$1.08M,$2.67M,$6.32M,$6.32M
APRZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - April,6,-6.65%,-6.37%,-3.72%,--,--,--,--,$0.00M,$0.71M,$0.71M,$5.74M,$5.74M
QTOC,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator Growth Accelerated Plus ETF - October,6,-9.55%,-9.34%,-6.94%,--,--,--,--,$1.25M,$1.25M,$3.84M,$6.29M,$6.29M
EQUL,0.45%,Equity: U.S. - Large Cap,New York Life,IQ Engender Equality ETF,6,-6.91%,-5.96%,-7.09%,--,--,--,--,-$1.25M,$0.00M,$1.28M,$1.28M,$1.28M
XBOC,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated 9 Buffer ETF - October,5,-3.57%,-3.37%,-2.43%,--,--,--,--,$0.00M,$0.00M,$1.25M,$5.50M,$5.50M
SLT,0.60%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Salt High truBeta U.S. Market ETF,5,-15.07%,-16.01%,-18.64%,-3.85%,15.56%,--,--,$0.00M,$0.00M,$0.00M,-$6.19M,-$9.94M
MARZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - March,5,-7.64%,-7.06%,-4.63%,--,--,--,--,$0.00M,$0.00M,-$0.71M,$4.68M,$4.68M
XDJL,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated ETF - July,5,-6.12%,-5.57%,-3.63%,--,--,--,--,$0.00M,$2.10M,$2.10M,$5.31M,$5.31M
MAYZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - May,5,-6.72%,-6.18%,-3.85%,--,--,--,--,$0.00M,$0.00M,$0.00M,$4.81M,$4.81M
XTOC,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated Plus ETF,5,--,--,--,--,--,--,--,$0.62M,$0.62M,$3.15M,$4.99M,$4.99M
RSPE,0.20%,Equity: U.S. - Large Cap,Invesco,Invesco ESG S&P 500 Equal Weight ETF,5,-6.58%,-5.30%,--,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
PSFJ,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Flex (July) ETF,5,-4.18%,-3.76%,-2.42%,--,--,--,--,-$0.52M,-$0.52M,-$0.52M,$4.62M,$4.62M
QCLR,0.60%,Equity: U.S. - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X NASDAQ 100 Collar 95-110 ETF,5,-7.11%,-7.28%,-4.30%,--,--,--,--,$1.43M,$1.43M,$1.43M,$4.72M,$4.72M
SPXV,0.27%,Equity: U.S. - Large Cap,ProShares,ProShares S&P 500 Ex-Health Care ETF,4,-8.40%,-7.95%,-4.94%,14.93%,19.14%,14.06%,--,$0.00M,$0.00M,$0.00M,$0.93M,$0.96M
JANZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - January,4,-6.53%,-6.08%,-3.55%,10.71%,--,--,--,-$0.04M,$2.15M,$2.15M,$0.71M,$3.85M
JUNZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - June,4,-6.63%,-6.07%,-3.68%,--,--,--,--,$0.00M,$0.00M,-$0.67M,$3.73M,$3.73M
AFLG,0.55%,Equity: U.S. - Large Cap,First Trust,First Trust Active Factor Large Cap ETF,4,-9.15%,-7.91%,-4.62%,10.76%,--,--,--,$0.00M,$0.00M,$0.00M,-$1.49M,$0.52M
QTR,0.60%,Equity: U.S. - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X NASDAQ 100 Tail Risk ETF,4,-11.15%,-10.29%,-6.93%,--,--,--,--,-$0.00M,$0.77M,$1.28M,$4.05M,$4.05M
PSCQ,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Conservative October ETF,4,-2.78%,-2.54%,-1.98%,--,--,--,--,-$0.53M,-$0.53M,$1.05M,$3.64M,$3.64M
FEBZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - February,4,-7.47%,-6.87%,-4.25%,--,--,--,--,$0.00M,$0.00M,$0.00M,$2.07M,$2.07M
XCLR,0.60%,Equity: U.S. - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X S&P 500 Collar 95-110 ETF,3,-5.70%,-5.26%,-3.36%,--,--,--,--,-$0.00M,-$0.00M,$0.00M,$3.52M,$3.52M
LGBT,0.75%,Equity: U.S. - Large Cap,ProcureAM,LGBTQ + ESG100 ETF,3,-9.67%,-8.85%,-6.81%,--,--,--,--,-$0.68M,-$0.68M,-$0.68M,$3.13M,$3.13M
PSCW,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Conservative April ETF,3,-2.38%,-2.10%,-1.22%,--,--,--,--,$0.55M,$0.55M,$0.55M,$3.16M,$3.16M
ITAN,0.50%,Equity: U.S. - Large Cap,Alpha Architect,Sparkline Intangible Value ETF,3,-8.61%,-8.43%,-5.85%,--,--,--,--,$1.31M,$1.31M,$1.31M,$3.33M,$3.33M
NVMZ,0.79%,Equity: U.S. - Large Cap,TrueMark Investments,TrueShares Structured Outcome ETF - November,3,14.66%,1.78%,4.58%,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.70M,$2.52M
XTR,0.60%,Equity: U.S. - Large Cap,"Mirae Asset Global Investments Co., Ltd.",Global X S&P 500 Tail Risk ETF,3,-6.99%,-6.57%,-4.24%,--,--,--,--,$0.00M,-$0.00M,-$0.00M,$3.26M,$3.26M
PSCJ,0.75%,Equity: U.S. - Large Cap,Pacer Advisors,Pacer Swan SOS Conservative (July) ETF,3,-2.85%,-2.55%,-1.76%,--,--,--,--,$0.00M,$0.00M,-$0.53M,$3.08M,$3.08M
AVDG,0.90%,Equity: U.S. - Large Cap,New Age Alpha Advisors LLC,AVDR U.S. LargeCap ESG ETF,3,-8.91%,-8.26%,-6.59%,13.66%,--,--,--,$0.00M,$0.00M,$0.76M,$1.51M,$2.14M
USEQ,0.29%,Equity: U.S. - Large Cap,Invesco,Invesco Russell 1000 Enhanced Equal Weight ETF,3,-7.45%,-5.81%,-4.37%,14.93%,13.95%,--,--,$0.00M,$0.00M,$0.00M,$0.89M,-$49.35M
RODI,0.45%,Equity: U.S. - Large Cap,Barclays Capital Inc.,Barclays Return on Disability ETN,3,-6.25%,-3.10%,-15.72%,20.87%,19.81%,16.78%,--,$0.00M,$0.00M,$0.00M,$0.00M,-$41.30M
FEUS,0.09%,Equity: U.S. - Large Cap,Northern Trust,FlexShares ESG & Climate U.S. Large Cap Core Index Fund,3,-8.84%,-8.12%,-5.22%,--,--,--,--,$0.00M,$0.00M,$0.00M,-$0.00M,-$0.00M
QQJG,0.20%,Equity: U.S. - Large Cap,Invesco,Invesco ESG NASDAQ Next Gen 100 ETF,2,-14.34%,-13.90%,--,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
XDOC,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated ETF,2,-6.03%,-5.36%,-3.62%,--,--,--,--,$0.00M,$0.00M,$0.00M,$1.81M,$1.81M
EEH,0.75%,Equity: U.S. - Large Cap,Swedish Export Credit,Elements Spectrum Large Cap US Sector Momentum Index ETN,1,-3.65%,-2.85%,-4.52%,15.79%,19.08%,13.07%,13.29%,$0.00M,$0.00M,$0.00M,$0.00M,-$2.43M
GBLO,0.29%,Equity: U.S. - Large Cap,Global Beta Advisors,Global Beta Low Beta ETF,1,-3.06%,-1.59%,3.49%,15.03%,--,--,--,$0.00M,$0.00M,$0.01M,$0.60M,-$1.61M
XDJA,0.79%,Equity: U.S. - Large Cap,Innovator,Innovator U.S. Equity Accelerated ETF - January,1,--,--,--,--,--,--,--,$1.24M,$1.24M,$1.24M,$1.24M,$1.24M
UBCB,0.75%,Equity: U.S. - Large Cap,"Big Data Federation, Inc.",UBC Algorithmic Fundamentals ETF,1,-11.98%,-11.94%,--,--,--,--,--,$0.00M,$0.00M,$0.61M,$0.61M,$0.61M
IUSA,0.67%,Equity: U.S. - Large Cap,Amberwave Partners Research & Management LLC,Amberwave Invest USA JSG Fund,0,--,--,--,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
VUG,0.04%,Equity: U.S. - Large Cap Growth,Vanguard,Vanguard Growth ETF,77670,-14.47%,-14.25%,-11.16%,5.68%,25.02%,19.91%,16.76%,$304.45M,$358.22M,$636.21M,"$4,758.56M","$8,101.02M"
IWF,0.19%,Equity: U.S. - Large Cap Growth,Blackrock,iShares Russell 1000 Growth ETF,67060,-13.56%,-13.38%,-9.74%,6.63%,24.58%,20.55%,17.15%,"-$1,383.90M","-$1,106.68M","-$1,723.25M","-$2,395.36M","-$7,789.72M"
IVW,0.18%,Equity: U.S. - Large Cap Growth,Blackrock,iShares S&P 500 Growth ETF,34320,-13.05%,-12.77%,-7.83%,10.50%,23.57%,19.59%,16.87%,-$980.31M,-$858.28M,-$375.76M,"-$1,514.56M","-$3,838.58M"
SCHG,0.04%,Equity: U.S. - Large Cap Growth,Charles Schwab,Schwab U.S. Large-Cap Growth ETF,15130,-14.34%,-14.44%,-11.35%,6.09%,24.63%,20.24%,17.22%,-$94.82M,-$45.17M,$181.22M,$706.79M,"$2,194.48M"
SPYG,0.04%,Equity: U.S. - Large Cap Growth,State Street Global Advisors,SPDR Portfolio S&P 500 Growth ETF,13270,-13.00%,-12.70%,-7.71%,10.67%,23.76%,19.74%,16.98%,-$964.09M,-$879.67M,$345.63M,"$2,594.54M","$5,270.13M"
MGK,0.07%,Equity: U.S. - Large Cap Growth,Vanguard,Vanguard Mega Cap Growth ETF,12510,-13.83%,-13.61%,-9.99%,7.21%,26.27%,20.91%,17.42%,$161.26M,$194.16M,$898.23M,"$1,875.24M","$4,012.53M"
VONG,0.08%,Equity: U.S. - Large Cap Growth,Vanguard,Vanguard Russell 1000 Growth ETF,7220,-13.53%,-13.32%,-9.73%,6.72%,24.71%,20.66%,17.29%,$77.99M,-$11.56M,$286.07M,"$1,242.67M","$2,532.41M"
VOOG,0.10%,Equity: U.S. - Large Cap Growth,Vanguard,Vanguard S&P 500 Growth ETF,6980,-13.03%,-12.71%,-7.78%,10.53%,23.70%,19.67%,16.93%,$87.51M,$125.32M,$597.17M,"$1,481.09M","$2,485.82M"
IWY,0.20%,Equity: U.S. - Large Cap Growth,Blackrock,iShares Russell Top 200 Growth ETF,4370,-12.71%,-12.47%,-7.25%,10.54%,26.82%,22.19%,18.23%,$77.18M,$103.63M,$315.03M,$595.53M,"$1,457.70M"
RPG,0.35%,Equity: U.S. - Large Cap Growth,Invesco,Invesco S&P 500 Pure Growth ETF,2920,-17.15%,-16.47%,-15.27%,3.77%,18.26%,15.70%,14.92%,-$183.39M,-$168.58M,-$78.35M,-$3.34M,-$426.25M
FTC,0.60%,Equity: U.S. - Large Cap Growth,First Trust,First Trust Large Cap Growth AlphaDEX Fund,1070,-15.98%,-15.38%,-15.06%,2.08%,18.35%,15.17%,14.22%,-$46.82M,-$52.79M,-$47.41M,-$40.77M,-$274.60M
SPGP,0.36%,Equity: U.S. - Large Cap Growth,Invesco,Invesco S&P 500 GARP ETF,846,-8.91%,-7.42%,-3.67%,18.63%,22.89%,21.40%,16.98%,$35.36M,$94.68M,$219.06M,$473.17M,$469.28M
NULG,0.25%,Equity: U.S. - Large Cap Growth,Nuveen Securities,Nuveen ESG Large-Cap Growth ETF,821,-16.23%,-15.80%,-14.16%,3.95%,24.94%,20.74%,--,$22.25M,$36.13M,$78.10M,$287.84M,$657.72M
PWB,0.56%,Equity: U.S. - Large Cap Growth,Invesco,Invesco Dynamic Large Cap Growth ETF,726,-14.47%,-14.35%,-12.26%,-0.78%,16.31%,16.52%,15.94%,-$10.94M,$1.96M,-$26.34M,-$62.75M,-$268.17M
SFY,0.00%,Equity: U.S. - Large Cap Growth,Toroso Investments,SoFi Select 500 ETF,363,-10.86%,-10.28%,-8.02%,11.14%,--,--,--,$14.27M,$19.54M,$51.62M,$187.87M,$315.42M
MMLG,0.85%,Equity: U.S. - Large Cap Growth,First Trust,First Trust Multi-Manager Large Growth ETF,104,-18.21%,-18.66%,-22.48%,-8.28%,--,--,--,-$25.09M,-$26.47M,-$27.91M,$117.54M,$117.54M
HFGO,0.59%,Equity: U.S. - Large Cap Growth,The Hartford,Hartford Large Cap Growth ETF,70,-16.49%,-16.89%,--,--,--,--,--,$57.24M,$57.24M,$82.24M,$82.24M,$82.24M
LCG,0.59%,Equity: U.S. - Large Cap Growth,Truist,Sterling Capital Focus Equity ETF,59,-17.92%,-18.32%,-21.22%,-2.83%,--,--,--,$5.43M,$6.96M,$43.45M,$46.83M,$66.07M
RWGV,0.63%,Equity: U.S. - Large Cap Growth,Direxion,Direxion Russell 1000 Growth Over Value ETF,16,-18.17%,-18.39%,-13.91%,-0.07%,28.83%,--,--,$0.00M,-$3.34M,$3.34M,-$4.54M,-$15.41M
PGRO,0.55%,Equity: U.S. - Large Cap Growth,Power Corporation of Canada,Putnam Focused Large Cap Growth ETF,9,-13.96%,-13.97%,-12.20%,--,--,--,--,$0.70M,$0.70M,$0.70M,$1.40M,$1.40M
HIPR,0.40%,Equity: U.S. - Large Cap Growth,Direxion,Direxion High Growth ETF,9,0%,0%,0%,15.66%,--,--,--,$0.00M,$0.00M,$0.00M,-$1.95M,-$0.55M
ESGY,0.39%,Equity: U.S. - Large Cap Growth,American Century Investments,American Century Sustainable Growth ETF,6,-13.55%,-13.56%,-9.05%,--,--,--,--,$0.00M,$0.00M,$0.93M,$1.36M,$1.36M
STLG,0.25%,Equity: U.S. - Large Cap Growth,Blackrock,iShares Factors U.S. Growth Style ETF,5,-13.21%,-12.65%,-8.57%,5.74%,--,--,--,$0.04M,$0.04M,$0.08M,$0.04M,-$1.37M
NWLG,0.64%,Equity: U.S. - Large Cap Growth,Nuveen Securities,Nuveen Winslow Large-Cap Growth ESG ETF,5,-16.08%,-16.23%,-14.40%,--,--,--,--,-$0.25M,-$0.25M,$0.01M,$0.79M,$0.79M
AILG,0.85%,Equity: U.S. - Large Cap Growth,Dalton Capital,Alpha Intelligent - Large Cap Growth ETF,1,-21.83%,-22.59%,--,--,--,--,--,$0.00M,-$0.51M,$0.75M,$0.75M,$0.75M
VTV,0.04%,Equity: U.S. - Large Cap Value,Vanguard,Vanguard Value ETF,92300,-2.94%,-1.58%,0.07%,20.27%,14.24%,11.51%,12.94%,"$1,951.24M","$2,229.05M","$3,843.22M","$16,383.98M","$26,524.00M"
IWD,0.19%,Equity: U.S. - Large Cap Value,Blackrock,iShares Russell 1000 Value ETF,56630,-4.57%,-3.25%,-2.74%,16.87%,13.29%,9.60%,11.76%,"-$1,024.01M","-$1,015.06M","$1,246.15M","$5,197.28M","$4,542.26M"
IVE,0.18%,Equity: U.S. - Large Cap Value,Blackrock,iShares S&P 500 Value ETF,24240,-3.88%,-2.49%,-1.39%,18.33%,14.27%,10.49%,12.05%,"$1,109.20M","$1,148.31M","$1,373.21M","$2,193.68M","$2,980.79M"
SPYV,0.04%,Equity: U.S. - Large Cap Value,State Street Global Advisors,SPDR Portfolio S&P 500 Value ETF,13060,-3.95%,-2.56%,-1.42%,18.43%,14.40%,10.74%,12.18%,$538.71M,$605.66M,$61.19M,"$3,592.13M","$8,195.44M"
SCHV,0.04%,Equity: U.S. - Large Cap Value,Charles Schwab,Schwab U.S. Large-Cap Value ETF,10110,-4.98%,-3.53%,-1.94%,16.92%,13.37%,10.46%,12.01%,$88.75M,$132.61M,$185.70M,$537.12M,"$2,444.06M"
VONV,0.08%,Equity: U.S. - Large Cap Value,Vanguard,Vanguard Russell 1000 Value ETF,6820,-4.81%,-3.37%,-2.89%,16.73%,13.30%,9.63%,11.85%,$33.00M,$53.28M,$332.89M,"$2,665.93M","$3,896.19M"
MGV,0.07%,Equity: U.S. - Large Cap Value,Vanguard,Vanguard Mega Cap Value ETF,5050,-2.66%,-1.44%,0.67%,20.31%,14.35%,11.82%,13.03%,$169.77M,$196.30M,$300.80M,$754.19M,"$1,653.17M"
RPV,0.35%,Equity: U.S. - Large Cap Value,Invesco,Invesco S&P 500 Pure Value ETF,3110,0.31%,1.95%,1.11%,26.72%,11.74%,9.10%,12.75%,$291.17M,$307.24M,$301.75M,"$1,497.53M","$1,860.10M"
