,expense,segment,aum,name_x,ticker,issuer,return_5y,return_10y,return_3y,return_1m,name_y,return_1y,return_3m,return_ytd,name,flow_1y,flow_3m,flow_ytd,flow_1m,flow_3y
959,0.65%,Equity: U.S. Broad Thematic,$75.47M,Direxion Moonshot Innovators ETF,MOON,Direxion,--,--,--,-30.12%,Direxion Moonshot Innovators ETF,-50.38%,-39.73%,-25.92%,Direxion Moonshot Innovators ETF,$144.92M,-$22.73M,-$2.23M,-$2.21M,$178.83M
960,0.35%,"Fixed Income: U.S. - Corporate, Broad-based Short-Term",$74.63M,iShares iBonds 2022 Term High Yield and Income ETF,IBHB,Blackrock,--,--,--,-0.18%,iShares iBonds 2022 Term High Yield and Income ETF,1.89%,-0.07%,-0.04%,iShares iBonds 2022 Term High Yield and Income ETF,$38.69M,$4.82M,$0.00M,$0.00M,$64.93M
961,0.60%,Asset Allocation: U.S. Target Risk,$74.02M,Armor U.S. Equity Index ETF,ARMR,Exchange Traded Concepts,--,--,--,-8.32%,Armor U.S. Equity Index ETF,10.18%,-6.23%,-7.88%,Armor U.S. Equity Index ETF,$68.21M,$22.65M,$9.06M,$10.38M,$71.25M
962,0.15%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$73.93M,iShares BBB Rated Corporate Bond ETF,LQDB,Blackrock,--,--,--,-2.97%,iShares BBB Rated Corporate Bond ETF,--,-2.91%,-2.91%,iShares BBB Rated Corporate Bond ETF,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
963,1.03%,Leveraged Equity: U.S. - Mid Cap,$73.55M,Direxion Daily Mid Cap Bull 3x Shares,MIDU,Direxion,9.20%,22.43%,13.49%,-20.45%,Direxion Daily Mid Cap Bull 3x Shares,9.56%,-22.90%,-24.33%,Direxion Daily Mid Cap Bull 3x Shares,-$17.46M,$3.41M,$0.07M,$0.07M,-$52.47M
964,0.35%,Equity: U.S. MLPs,$73.28M,Alerian Energy Infrastructure ETF,ENFR,SS&C,1.43%,--,6.07%,7.47%,Alerian Energy Infrastructure ETF,36.09%,-3.59%,5.49%,Alerian Energy Infrastructure ETF,$16.92M,$10.26M,$5.98M,$5.98M,$22.37M
965,0.90%,Equity: U.S. - Total Market,$72.94M,Alpha Dog ETF,RUFF,GeaSphere LLC,--,--,--,-7.19%,Alpha Dog ETF,--,-13.52%,-6.99%,Alpha Dog ETF,$80.94M,$34.18M,$1.74M,$10.82M,$80.94M
966,0.30%,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",$72.52M,Franklin Liberty Federal Intermediate Tax-Free Bond Opportunities ETF,FLMI,Franklin Templeton,--,--,4.86%,-1.73%,Franklin Liberty Federal Intermediate Tax-Free Bond Opportunities ETF,1.44%,-0.21%,-1.64%,Franklin Liberty Federal Intermediate Tax-Free Bond Opportunities ETF,$37.44M,$16.04M,$4.00M,$8.02M,$64.36M
967,0.42%,Equity: U.S. Health Care,$72.11M,Principal Healthcare Innovators Index ETF,BTEC,Principal,10.13%,--,7.10%,-22.71%,Principal Healthcare Innovators Index ETF,-40.82%,-29.26%,-19.29%,Principal Healthcare Innovators Index ETF,-$32.19M,-$29.57M,$0.00M,$0.00M,$15.87M
968,0.35%,Equity: U.S. Telecoms,$71.57M,SPDR S&P Telecom ETF,XTL,State Street Global Advisors,6.14%,8.63%,10.86%,-11.86%,SPDR S&P Telecom ETF,-4.64%,-5.29%,-12.07%,SPDR S&P Telecom ETF,$9.00M,$2.31M,-$7.53M,-$7.53M,-$41.26M
969,0.85%,Equity: U.S. - Large Cap,$70.70M,FT Cboe Vest U.S. Equity Deep Buffer ETF - January,DJAN,First Trust,--,--,--,-0.13%,FT Cboe Vest U.S. Equity Deep Buffer ETF - January,6.31%,0.41%,-0.06%,FT Cboe Vest U.S. Equity Deep Buffer ETF - January,$45.33M,$17.77M,$16.15M,$16.15M,$63.48M
970,0.40%,Equity: U.S. Information Technology,$70.62M,John Hancock Multifactor Technology ETF,JHMT,John Hancock,22.98%,--,27.73%,-15.15%,John Hancock Multifactor Technology ETF,6.06%,-9.71%,-15.32%,John Hancock Multifactor Technology ETF,$15.45M,$7.23M,$0.00M,$0.00M,-$20.47M
971,0.85%,Equity: U.S. - Large Cap,$70.36M,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,DJUL,First Trust,--,--,--,-2.61%,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,3.09%,-1.65%,-2.81%,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,$54.35M,$11.75M,$3.37M,$3.37M,$66.49M
972,0.07%,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",$70.29M,iShares iBonds Dec 2025 Term Treasury ETF,IBTF,Blackrock,--,--,--,-0.83%,iShares iBonds Dec 2025 Term Treasury ETF,-3.07%,-1.24%,-0.93%,iShares iBonds Dec 2025 Term Treasury ETF,$51.54M,$48.95M,$48.95M,$48.95M,$68.27M
973,0.59%,Equity: U.S. - Large Cap Growth,$70.06M,Hartford Large Cap Growth ETF,HFGO,The Hartford,--,--,--,-16.19%,Hartford Large Cap Growth ETF,--,--,-15.79%,Hartford Large Cap Growth ETF,$82.24M,$82.24M,$57.24M,$57.24M,$82.24M
974,2.88%,Asset Allocation:Asset Allocation Target Outcome,$69.73M,GraniteShares HIPS U.S. High Income ETF,HIPS,GraniteShares,3.68%,--,5.13%,-3.04%,GraniteShares HIPS U.S. High Income ETF,14.77%,-5.65%,-3.62%,GraniteShares HIPS U.S. High Income ETF,$42.88M,$3.07M,$1.52M,$1.52M,$62.13M
975,0.95%,"Fixed Income: U.S. - Corporate, Broad-based",$69.70M,Donoghue Forlines Tactical High Yield ETF,DFHY,TrimTabs,--,--,--,-2.08%,Donoghue Forlines Tactical High Yield ETF,-3.73%,-1.74%,-1.72%,Donoghue Forlines Tactical High Yield ETF,-$4.60M,-$10.25M,-$13.32M,-$13.32M,$72.29M
976,0.60%,Equity: U.S. Agriculture,$69.19M,U.S. Vegan Climate ETF,VEGN,Beyond Investing,--,--,--,-10.36%,U.S. Vegan Climate ETF,9.18%,-8.32%,-10.61%,U.S. Vegan Climate ETF,$27.53M,$6.52M,$2.17M,$2.17M,$58.22M
977,0.79%,Equity: U.S. - Large Cap,$69.05M,Innovator U.S. Equity Ultra Buffer ETF - October,UOCT,Innovator,--,--,6.72%,-1.84%,Innovator U.S. Equity Ultra Buffer ETF - October,3.54%,-1.51%,-2.27%,Innovator U.S. Equity Ultra Buffer ETF - October,-$24.02M,$7.81M,$0.70M,$0.70M,-$18.47M
978,0.65%,Equity: U.S. - Total Market,$68.91M,Invesco S&P Spin-Off ETF,CSD,Invesco,6.47%,10.21%,7.95%,-5.33%,Invesco S&P Spin-Off ETF,0.53%,-10.91%,-6.33%,Invesco S&P Spin-Off ETF,-$3.22M,$0.00M,$0.00M,$0.00M,-$86.10M
979,0.75%,Equity: U.S. MLPs,$68.57M,ETRACS Alerian Midstream Energy Index ETN,AMNA,UBS,--,--,--,8.60%,ETRACS Alerian Midstream Energy Index ETN,34.61%,-2.76%,7.15%,ETRACS Alerian Midstream Energy Index ETN,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
980,0.93%,Equity: U.S. - Large Cap,$68.00M,Pacer Swan SOS Fund of Funds ETF,PSFF,Pacer Advisors,--,--,--,-3.37%,Pacer Swan SOS Fund of Funds ETF,6.26%,-2.61%,-3.72%,Pacer Swan SOS Fund of Funds ETF,$66.32M,$32.23M,$5.21M,$5.21M,$66.32M
981,0.85%,Equity: U.S. - Large Cap,$67.42M,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,DJUN,First Trust,--,--,--,-1.86%,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,3.90%,-1.30%,-2.22%,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,$44.19M,$18.84M,$1.70M,$1.70M,$62.34M
982,0.69%,Asset Allocation: U.S. Target Risk,$66.96M,Cabana Target Leading Sector Conservative ETF,CLSC,Exchange Traded Concepts,--,--,--,-7.81%,Cabana Target Leading Sector Conservative ETF,--,-7.83%,-8.32%,Cabana Target Leading Sector Conservative ETF,$66.05M,-$114.57M,$5.24M,$5.87M,$66.05M
983,0.58%,Equity: U.S. Big Tech,$66.95M,MicroSectors FANG+ ETN,FNGS,BMO,--,--,--,-14.37%,MicroSectors FANG+ ETN,-6.05%,-16.80%,-13.92%,MicroSectors FANG+ ETN,$0.00M,$0.00M,$0.00M,$0.00M,-$23.32M
984,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",$66.87M,iShares iBonds Mar 2023 Term Corporate ETF,IBDD,Blackrock,3.14%,--,3.72%,0.02%,iShares iBonds Mar 2023 Term Corporate ETF,0.25%,-0.05%,0%,iShares iBonds Mar 2023 Term Corporate ETF,-$5.39M,-$1.34M,$0.00M,$0.00M,$3.13M
985,0.29%,Equity: U.S. - Extended Market,$66.74M,Fidelity Small-Mid Multifactor ETF,FSMD,Fidelity,--,--,--,-5.18%,Fidelity Small-Mid Multifactor ETF,10.12%,-5.42%,-6.71%,Fidelity Small-Mid Multifactor ETF,$20.61M,$11.13M,$7.52M,$7.52M,$50.21M
986,0.70%,Equity: U.S. - High Dividend Yield,$66.18M,WBI Power Factor High Dividend ETF,WBIY,WBI,8.42%,--,10.84%,2.43%,WBI Power Factor High Dividend ETF,22.21%,3.40%,0.86%,WBI Power Factor High Dividend ETF,$11.84M,$0.00M,$0.00M,$0.00M,-$21.86M
987,0.79%,Equity: U.S. - Large Cap,$65.82M,Innovator U.S. Equity Buffer ETF - May,BMAY,Innovator,--,--,--,-4.15%,Innovator U.S. Equity Buffer ETF - May,6.01%,-2.46%,-4.59%,Innovator U.S. Equity Buffer ETF - May,$44.07M,-$14.72M,-$6.55M,-$7.38M,$58.66M
988,1.08%,Equity: U.S. - Total Market,$65.78M,AdvisorShares Alpha DNA Equity Sentiment ETF,SENT,AdvisorShares,--,--,--,-12.45%,AdvisorShares Alpha DNA Equity Sentiment ETF,--,-12.30%,-13.03%,AdvisorShares Alpha DNA Equity Sentiment ETF,$70.03M,$0.81M,$0.76M,$1.45M,$70.03M
989,0.07%,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",$65.74M,iShares iBonds Dec 2024 Term Treasury ETF,IBTE,Blackrock,--,--,--,-0.61%,iShares iBonds Dec 2024 Term Treasury ETF,-1.90%,-0.93%,-0.61%,iShares iBonds Dec 2024 Term Treasury ETF,$53.76M,$21.59M,$12.65M,$13.93M,$63.99M
990,0.12%,Equity: U.S. - Mid Cap,$65.47M,iShares ESG Screened S&P Mid-Cap ETF,XJH,Blackrock,--,--,--,-7.38%,iShares ESG Screened S&P Mid-Cap ETF,6.06%,-7.32%,-8.78%,iShares ESG Screened S&P Mid-Cap ETF,$54.11M,$9.67M,$3.75M,$5.69M,$55.71M
991,0.52%,Equity: U.S. - Large Cap,$65.07M,Timothy Plan U.S. Large/Mid Cap Core Enhanced ETF,TPLE,Timothy Plan,--,--,--,-7.96%,Timothy Plan U.S. Large/Mid Cap Core Enhanced ETF,--,-5.07%,-9.54%,Timothy Plan U.S. Large/Mid Cap Core Enhanced ETF,$66.24M,$44.59M,$1.26M,$1.26M,$66.24M
992,0.79%,Equity: U.S. - Small Cap,$63.42M,Innovator U.S. Small Cap Power Buffer ETF - July,KJUL,Innovator,--,--,--,-5.10%,Innovator U.S. Small Cap Power Buffer ETF - July,-4.31%,-6.08%,-5.29%,Innovator U.S. Small Cap Power Buffer ETF - July,$41.51M,-$5.23M,-$3.22M,-$12.48M,$63.46M
993,0.18%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",$63.31M,Invesco BulletShares 2022 Municipal Bond ETF,BSMM,Invesco,--,--,--,-0.11%,Invesco BulletShares 2022 Municipal Bond ETF,0.04%,-0.15%,-0.17%,Invesco BulletShares 2022 Municipal Bond ETF,$20.29M,$10.14M,$0.00M,$5.07M,$53.16M
994,0.95%,Leveraged Equity: U.S. Materials,$62.61M,ProShares Ultra Basic Materials,UYM,ProShares,11.66%,9.28%,22.01%,-10.70%,ProShares Ultra Basic Materials,25.32%,-5.38%,-14.73%,ProShares Ultra Basic Materials,$6.45M,-$10.15M,$2.70M,$2.70M,-$0.93M
995,0.85%,Equity: U.S. - Large Cap,$62.52M,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,DSEP,First Trust,--,--,--,-2.62%,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,2.89%,-1.92%,-2.97%,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,$34.33M,$6.58M,$1.65M,$0.00M,$44.66M
996,1.00%,Equity: U.S. - Small Cap,$62.50M,ETC 6 Meridian Small Cap Equity ETF,SIXS,Exchange Traded Concepts,--,--,--,-5.35%,ETC 6 Meridian Small Cap Equity ETF,17.40%,-3.68%,-7.23%,ETC 6 Meridian Small Cap Equity ETF,$14.59M,$1.27M,$0.00M,-$0.00M,$42.07M
997,0.45%,"Fixed Income: U.S. - Broad Market, Broad-based Intermediate",$61.92M,ClearShares Piton Intermediate Fixed Income ETF,BTC,ClearShares LLC,--,--,--,--,ClearShares Piton Intermediate Fixed Income ETF,--,--,--,ClearShares Piton Intermediate Fixed Income ETF,$32.16M,$0.00M,$0.00M,$0.00M,$32.16M
998,0.69%,Equity: U.S. - Total Market,$61.83M,Donoghue Forlines Yield Enhanced Real Asset ETF,DFRA,TrimTabs,--,--,--,2.75%,Donoghue Forlines Yield Enhanced Real Asset ETF,--,--,0.97%,Donoghue Forlines Yield Enhanced Real Asset ETF,$59.42M,$59.42M,$3.32M,$3.32M,$59.42M
999,0.75%,Equity: U.S. - Total Market,$61.48M,Global X Guru Index ETF,GURU,"Mirae Asset Global Investments Co., Ltd.",11.52%,--,12.39%,-13.19%,Global X Guru Index ETF,-9.59%,-19.03%,-12.81%,Global X Guru Index ETF,-$0.67M,-$0.96M,$0.00M,-$0.00M,-$10.60M
1000,0.79%,Equity: U.S. - Large Cap,$61.43M,Innovator U.S. Equity Ultra Buffer ETF - September,USEP,Innovator,--,--,--,-2.65%,Innovator U.S. Equity Ultra Buffer ETF - September,2.30%,-1.88%,-2.93%,Innovator U.S. Equity Ultra Buffer ETF - September,-$4.95M,-$4.29M,$0.00M,-$0.72M,$56.21M
1001,0.79%,Equity: U.S. - Large Cap,$61.38M,Innovator U.S. Equity Buffer ETF - June,BJUN,Innovator,--,--,--,-3.71%,Innovator U.S. Equity Buffer ETF - June,5.71%,-2.23%,-4.05%,Innovator U.S. Equity Buffer ETF - June,$25.34M,-$18.62M,-$0.83M,-$1.70M,$49.11M
1002,0.97%,Equity: U.S. - Total Market,$60.40M,AI Quality Growth ETF,AQGX,Cavalier16,--,--,--,-15.11%,AI Quality Growth ETF,--,--,-15.80%,AI Quality Growth ETF,$4.38M,$4.38M,$0.88M,$1.39M,$4.38M
1003,0.95%,"Inverse Fixed Income: U.S. - Corporate, Broad-based High Yield",$60.25M,ProShares Short High Yield,SJB,ProShares,-5.73%,-6.74%,-7.32%,2.24%,ProShares Short High Yield,-4.84%,0.37%,2.06%,ProShares Short High Yield,$8.07M,$2.66M,$3.53M,$3.53M,-$57.43M
1004,0.81%,Equity: U.S. - Large Cap,$60.08M,Innovator Nasdaq-100 Power Buffer ETF - October,NOCT,Innovator,--,--,--,-4.88%,Innovator Nasdaq-100 Power Buffer ETF - October,5.07%,-3.80%,-5.17%,Innovator Nasdaq-100 Power Buffer ETF - October,-$6.64M,-$12.52M,-$19.55M,-$19.55M,$47.46M
1005,1.05%,Equity: U.S. - Large Cap,$60.06M,FT Cboe Vest Buffered Allocation Defensive ETF,BUFT,First Trust,--,--,--,-1.84%,FT Cboe Vest Buffered Allocation Defensive ETF,--,--,-2.11%,FT Cboe Vest Buffered Allocation Defensive ETF,$61.14M,$61.14M,$13.02M,$25.08M,$61.14M
1006,0.49%,Equity: U.S. Broad Thematic,$60.01M,ERShares Entrepreneurs ETF,ENTR,"EntrepreneurShares, LLC",--,--,9.66%,-18.37%,ERShares Entrepreneurs ETF,-31.81%,-26.50%,-17.88%,ERShares Entrepreneurs ETF,-$15.47M,-$11.04M,$0.00M,$0.38M,$3.86M
1007,0.07%,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",$59.87M,iShares iBonds Dec 2026 Term Treasury ETF,IBTG,Blackrock,--,--,--,-1.19%,iShares iBonds Dec 2026 Term Treasury ETF,-3.88%,-1.36%,-1.15%,iShares iBonds Dec 2026 Term Treasury ETF,$38.54M,$43.69M,$42.42M,$42.42M,$57.94M
1008,0.79%,Equity: U.S. - Large Cap,$59.58M,Innovator U.S. Equity Buffer ETF - March,BMAR,Innovator,--,--,--,-2.60%,Innovator U.S. Equity Buffer ETF - March,12.74%,-1.21%,-3.01%,Innovator U.S. Equity Buffer ETF - March,$30.02M,-$1.77M,$2.52M,$1.65M,$48.78M
1009,0.50%,Asset Allocation:Asset Allocation Target Outcome,$59.44M,Simplify Tail Risk Strategy ETF,CYA,Simplify Asset Management Inc.,--,--,--,-1.75%,Simplify Tail Risk Strategy ETF,--,-4.00%,-2.01%,Simplify Tail Risk Strategy ETF,$58.45M,$43.48M,$30.71M,$31.31M,$58.45M
1010,0.79%,Equity: U.S. - Large Cap,$59.20M,Innovator U.S. Equity Buffer ETF - February,BFEB,Innovator,--,--,--,-1.35%,Innovator U.S. Equity Buffer ETF - February,15.05%,-0.12%,-1.66%,Innovator U.S. Equity Buffer ETF - February,$13.50M,-$26.85M,-$3.14M,-$3.95M,$45.16M
1011,0.07%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",$58.93M,Invesco PureBeta 0-5 Yr U.S. TIPS ETF,PBTP,Invesco,--,--,4.73%,-0.22%,Invesco PureBeta 0-5 Yr U.S. TIPS ETF,4.17%,-0.29%,-0.62%,Invesco PureBeta 0-5 Yr U.S. TIPS ETF,$45.20M,$11.20M,-$2.37M,$2.65M,$56.23M
1012,0.59%,Equity: U.S. - Large Cap Growth,$58.64M,Sterling Capital Focus Equity ETF,LCG,Truist,--,--,--,-17.83%,Sterling Capital Focus Equity ETF,-2.84%,-20.52%,-17.42%,Sterling Capital Focus Equity ETF,$46.83M,$43.45M,$5.43M,$6.96M,$66.07M
1013,0.35%,"Fixed Income: U.S. - Corporate, Broad-based Intermediate",$58.20M,iShares iBonds 2024 Term High Yield and Income ETF,IBHD,Blackrock,--,--,--,-0.90%,iShares iBonds 2024 Term High Yield and Income ETF,3.91%,-0.66%,-0.86%,iShares iBonds 2024 Term High Yield and Income ETF,$39.30M,$7.33M,$2.44M,$2.44M,$49.31M
1014,1.06%,Inverse Equity: U.S. Biotechnology,$57.62M,Direxion Daily S&P Biotech Bear 3X Shares,LABD,Direxion,-57.07%,--,-56.39%,98.36%,Direxion Daily S&P Biotech Bear 3X Shares,147.72%,100.92%,69.00%,Direxion Daily S&P Biotech Bear 3X Shares,-$129.13M,-$23.43M,-$6.35M,-$13.87M,$71.95M
1015,0.06%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",$57.53M,BNY Mellon Short Duration Corporate Bond ETF,BKSB,BNY Mellon,--,--,--,-1.38%,BNY Mellon Short Duration Corporate Bond ETF,-3.15%,-1.80%,-0.99%,BNY Mellon Short Duration Corporate Bond ETF,$27.97M,$15.14M,$5.02M,$10.07M,$33.06M
1016,1.01%,Leveraged Equity: U.S. Transportation,$56.99M,Direxion Daily Transportation Bull 3X Shares,TPOR,Direxion,--,--,20.57%,-18.04%,Direxion Daily Transportation Bull 3X Shares,49.10%,-15.51%,-22.00%,Direxion Daily Transportation Bull 3X Shares,-$23.82M,-$27.02M,-$4.79M,-$2.18M,-$26.98M
1017,0.25%,Equity: U.S. - Large Cap,$56.54M,Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF,XRLV,Invesco,13.20%,--,14.60%,-4.38%,Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF,16.89%,-0.98%,-6.44%,Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF,-$2.06M,$5.65M,$5.61M,$5.61M,-$105.13M
1018,0.85%,Equity: U.S. Asset Management & Custody Banks,$56.43M,ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B,BDCZ,UBS,5.05%,--,10.69%,0.79%,ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B,28.52%,-0.36%,-0.32%,ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B,$0.00M,$0.00M,$0.00M,$0.00M,$47.11M
1019,0.22%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",$56.28M,FlexShares Credit-Scored US Long Corporate Bond Index Fund,LKOR,Northern Trust,7.04%,--,9.86%,-5.23%,FlexShares Credit-Scored US Long Corporate Bond Index Fund,-4.64%,-3.87%,-4.96%,FlexShares Credit-Scored US Long Corporate Bond Index Fund,$12.00M,$3.04M,$0.00M,$0.00M,$28.63M
1020,0.43%,Equity: U.S. - Large Cap,$55.88M,Siren DIVCON Leaders Dividend ETF,LEAD,SRN Advisors,16.02%,--,20.30%,-8.16%,Siren DIVCON Leaders Dividend ETF,14.27%,-3.02%,-9.68%,Siren DIVCON Leaders Dividend ETF,$13.31M,$10.63M,$2.98M,$2.98M,-$3.34M
1021,0.85%,Equity: U.S. - Total Market Value,$55.50M,Absolute Core Strategy ETF,ABEQ,Absolute Investment Advisers LLC,--,--,--,0.13%,Absolute Core Strategy ETF,10.05%,0.83%,-1.20%,Absolute Core Strategy ETF,$12.69M,$2.10M,$0.71M,$0.71M,$46.98M
1022,2.37%,"Fixed Income: U.S. - Broad Market, Broad-based",$54.94M,Rareview Dynamic Fixed Income ETF,RDFI,Neil Azous Revocable Trust,--,--,--,-5.53%,Rareview Dynamic Fixed Income ETF,3.28%,-7.28%,-3.73%,Rareview Dynamic Fixed Income ETF,$45.13M,-$7.17M,-$0.71M,-$5.04M,$47.72M
1023,0.07%,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",$54.63M,iShares iBonds Dec 2023 Term Treasury ETF,IBTD,Blackrock,--,--,--,-0.35%,iShares iBonds Dec 2023 Term Treasury ETF,-0.93%,-0.60%,-0.33%,iShares iBonds Dec 2023 Term Treasury ETF,$19.38M,-$8.84M,-$19.05M,-$17.78M,$52.66M
1024,0.76%,Equity: U.S. - Large Cap,$54.44M,OneAscent Large Cap Core ETF,OALC,Oneascent Holdings LLC,--,--,--,-10.72%,OneAscent Large Cap Core ETF,--,--,-11.58%,OneAscent Large Cap Core ETF,$60.10M,$60.10M,$1.20M,$1.83M,$60.10M
1025,0.45%,Equity: U.S. - Large Cap,$54.40M,ETRACS IFED Invest with the Fed TR Index ETN,IFED,UBS,--,--,--,-0.26%,ETRACS IFED Invest with the Fed TR Index ETN,--,1.19%,-1.13%,ETRACS IFED Invest with the Fed TR Index ETN,--,--,--,--,--
1026,0.29%,Equity: U.S. - Total Market,$53.68M,VanEck Morningstar Durable Dividend ETF,DURA,VanEck,--,--,11.93%,-0.42%,VanEck Morningstar Durable Dividend ETF,13.10%,1.82%,-1.70%,VanEck Morningstar Durable Dividend ETF,$10.71M,$3.17M,$2.39M,$2.39M,$42.31M
1027,0.07%,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",$53.29M,iShares iBonds Dec 2022 Term Treasury ETF,IBTB,Blackrock,--,--,--,-0.12%,iShares iBonds Dec 2022 Term Treasury ETF,-0.15%,-0.18%,-0.14%,iShares iBonds Dec 2022 Term Treasury ETF,$6.40M,-$25.37M,-$30.45M,-$29.18M,$50.90M
1028,0.12%,Equity: U.S. - Large Cap,$53.02M,JPMorgan U.S. Dividend ETF,JDIV,JPMorgan Chase,--,--,14.09%,-1.17%,JPMorgan U.S. Dividend ETF,20.62%,1.45%,-2.94%,JPMorgan U.S. Dividend ETF,$34.08M,$10.01M,$1.73M,$1.73M,$18.06M
1029,0.80%,Equity: U.S. - Extended Market Value,$52.97M,Roundhill Acquirers Deep Value ETF,DEEP,Exchange Traded Concepts,7.94%,--,5.83%,-6.40%,Roundhill Acquirers Deep Value ETF,16.34%,-6.83%,-7.91%,Roundhill Acquirers Deep Value ETF,$16.85M,$5.67M,$0.00M,$0.00M,-$128.04M
1030,0.52%,Equity: U.S. - Small Cap,$52.94M,Timothy Plan US Small Cap Core ETF,TPSC,Timothy Plan,--,--,--,-5.26%,Timothy Plan US Small Cap Core ETF,12.10%,-3.69%,-6.78%,Timothy Plan US Small Cap Core ETF,$14.24M,$1.81M,$0.00M,$0.00M,$38.26M
1031,0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$52.87M,JPMorgan Corporate Bond Research Enhanced ETF,JIGB,JPMorgan Chase,--,--,5.58%,-3.04%,JPMorgan Corporate Bond Research Enhanced ETF,-4.16%,-2.91%,-3.11%,JPMorgan Corporate Bond Research Enhanced ETF,$0.00M,$0.00M,$0.00M,$0.00M,$28.16M
1032,0.29%,Equity: U.S. - Large Cap Value,$52.80M,AAM S&P 500 High Dividend Value ETF,SPDV,Advisors Asset Management,--,--,11.41%,2.01%,AAM S&P 500 High Dividend Value ETF,24.13%,1.93%,0.41%,AAM S&P 500 High Dividend Value ETF,$19.93M,$5.38M,$2.32M,$2.32M,$21.29M
1033,0.57%,"Fixed Income: U.S. - Corporate, Bank Loans High Yield Floating Rate",$52.79M,Virtus Seix Senior Loan ETF,SEIX,Virtus Investment Partners,--,--,--,0.36%,Virtus Seix Senior Loan ETF,2.88%,-0.16%,0.28%,Virtus Seix Senior Loan ETF,$46.27M,$1.25M,$1.25M,$1.25M,$47.45M
1034,0.30%,Equity: U.S. - Mid Cap,$52.38M,Franklin LibertyQ U.S. Mid Cap Equity ETF,FLQM,Franklin Templeton,--,--,17.17%,-7.82%,Franklin LibertyQ U.S. Mid Cap Equity ETF,13.15%,-5.33%,-9.65%,Franklin LibertyQ U.S. Mid Cap Equity ETF,$13.53M,$2.40M,$0.00M,$0.00M,$33.36M
1035,0.69%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Floating Rate",$52.30M,Pacer Pacific Asset Floating Rate High Income ETF,FLRT,Pacific Life,2.80%,--,3.96%,0.41%,Pacer Pacific Asset Floating Rate High Income ETF,2.60%,0.70%,0.28%,Pacer Pacific Asset Floating Rate High Income ETF,$23.00M,$15.67M,$17.63M,$17.63M,$23.00M
1036,0.63%,Equity: U.S. Media & Entertainment,$52.27M,Invesco Dynamic Media ETF,PBS,Invesco,11.13%,13.05%,13.77%,-10.43%,Invesco Dynamic Media ETF,-6.50%,-17.24%,-10.07%,Invesco Dynamic Media ETF,-$10.32M,-$50.64M,-$13.76M,-$18.90M,-$15.24M
1037,0.64%,Leveraged Equity: U.S. - Large Cap,$51.80M,Direxion Daily S&P 500 Bull 2X Shares,SPUU,Direxion,20.04%,--,28.18%,-15.37%,Direxion Daily S&P 500 Bull 2X Shares,23.79%,-11.47%,-16.68%,Direxion Daily S&P 500 Bull 2X Shares,$24.71M,-$0.08M,$0.00M,$0.00M,$25.90M
1038,0.89%,Alternatives: U.S. - Volatility,$51.75M,iPath Series B S&P 500 VIX Mid-Term Futures ETN,VXZ,Barclays Capital Inc.,--,--,10.38%,1.82%,iPath Series B S&P 500 VIX Mid-Term Futures ETN,-17.63%,7.34%,4.59%,iPath Series B S&P 500 VIX Mid-Term Futures ETN,$19.60M,$6.42M,$2.59M,$2.59M,$29.95M
1039,0.00%,Equity: U.S. Semiconductors,$51.47M,Invesco PHLX Semiconductor ETF,SOXQ,Invesco,--,--,--,-14.46%,Invesco PHLX Semiconductor ETF,--,-0.77%,-15.53%,Invesco PHLX Semiconductor ETF,-$0.24M,-$14.18M,$8.95M,$8.95M,-$0.24M
