ticker,aum,expense,segment,name,issuer,return_ytd,return_5y,return_1y,return_1m,return_3y,return_10y,return_3m,flow_3y,flow_3m,flow_1y,flow_ytd,flow_1m
OVB,"144,320,000 ",0.80%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",Overlay Shares Core Bond ETF,Liquid Strategies,-4.28%,--,-3.03%,-4.31%,--,--,-3.68%,$151.10M,$8.98M,$26.82M,$2.49M,$2.49M
SBIO,"143,860,000 ",0.50%,Equity: U.S. Biotechnology,ALPS Medical Breakthroughs ETF,SS&C,-21.18%,8.89%,-42.28%,-24.56%,1.48%,--,-27.77%,-$38.87M,-$11.58M,-$28.73M,-$3.74M,-$1.57M
BFOR,"142,860,000 ",0.70%,Equity: U.S. - Total Market,ALPS Barron's 400 ETF,SS&C,-10.72%,10.85%,10.48%,-9.17%,14.80%,--,-7.20%,-$61.47M,-$0.09M,$0.10M,-$3.16M,-$3.16M
DNOV,"142,840,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Deep Buffer ETF - November,First Trust,-3.59%,--,1.52%,-3.24%,--,--,-2.94%,$122.28M,$66.33M,$38.72M,$17.43M,$17.43M
BNKU,"142,620,000 ",0.95%,Leveraged Equity: U.S. Financials,MicroSectors U.S. Big Banks Index 3X Leveraged ETN,BMO,6.99%,--,115.65%,6.58%,--,--,-16.99%,$32.51M,$13.21M,$39.72M,$0.00M,$0.00M
WEBL,"142,540,000 ",0.98%,Leveraged Equity: U.S. Internet,Direxion Daily Dow Jones Internet Bull 3X Shares,Direxion,-47.60%,--,-54.48%,-49.65%,--,--,-60.77%,$221.11M,$177.10M,$205.28M,$59.52M,$56.14M
FAPR,"142,010,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S Equity Buffer ETF - April,First Trust,-4.24%,--,--,-3.87%,--,--,-2.27%,$139.54M,$8.10M,$139.54M,$1.63M,$1.63M
FJUL,"141,590,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Buffer ETF - July,First Trust,-4.51%,--,5.29%,-3.98%,--,--,-2.66%,$134.36M,$5.38M,$107.15M,-$1.85M,-$1.85M
AIEQ,"140,400,000 ",0.80%,Equity: U.S. - Total Market,AI Powered Equity ETF,ETFMG,-16.17%,--,-9.98%,-15.31%,14.19%,--,-17.30%,-$42.64M,-$4.15M,$26.02M,-$2.81M,-$2.81M
DAUG,"140,130,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Deep Buffer ETF - August,First Trust,-3.42%,--,2.72%,-3.08%,--,--,-2.33%,$97.63M,$17.51M,$26.41M,$3.53M,$3.53M
VRAI,"140,070,000 ",0.55%,Equity: U.S. - Total Market,Virtus Real Asset Income ETF,Virtus Investment Partners,-3.79%,--,15.39%,-1.49%,--,--,-3.79%,$173.62M,-$1.50M,-$4.18M,-$49.22M,-$0.14M
PFLD,"139,720,000 ",0.45%,"Fixed Income: U.S. - Corporate, Preferred Short Term",AAM Low Duration Preferred and Income Securities ETF,Advisors Asset Management,-1.70%,--,2.82%,-1.13%,--,--,-1.44%,$141.79M,$51.20M,$132.54M,$13.04M,$18.03M
SIXL,"139,060,000 ",0.88%,Equity: U.S. - Total Market,ETC 6 Meridian Low Beta Equity Strategy ETF,Exchange Traded Concepts,-8.67%,--,2.99%,-7.01%,--,--,-4.48%,$113.64M,$4.34M,$28.51M,$1.77M,$1.80M
PYZ,"138,350,000 ",0.60%,Equity: U.S. Materials,Invesco DWA Basic Materials Momentum ETF,Invesco,-10.90%,7.63%,17.75%,-9.24%,14.82%,10.08%,-8.04%,$49.91M,-$7.46M,$79.10M,$1.76M,$1.76M
LSAT,"138,350,000 ",0.99%,Equity: U.S. - Total Market,LeaderShares AlphaFactor Tactical Focused ETF,Redwood Investment Management,-4.41%,--,14.05%,-3.33%,--,--,-2.74%,$113.05M,$14.71M,$45.65M,-$103.23M,$6.70M
BSCT,"138,310,000 ",0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco BulletShares 2029 Corporate Bond ETF,Invesco,-2.63%,--,-3.93%,-2.65%,--,--,-2.50%,$136.58M,$21.87M,$59.81M,$12.45M,$15.59M
BNDC,"137,810,000 ",0.35%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",FlexShares Core Select Bond Fund,Northern Trust,-2.29%,2.60%,-3.52%,-2.48%,4.16%,--,-2.21%,$96.97M,$18.08M,$33.83M,$10.23M,$10.23M
RXL,"137,770,000 ",0.95%,Leveraged Equity: U.S. Health Care,ProShares Ultra Health Care,ProShares,-20.52%,24.32%,7.81%,-19.40%,22.16%,27.39%,-12.68%,-$45.81M,-$1.02M,-$1.87M,-$6.90M,$1.37M
QLC,"137,740,000 ",0.32%,Equity: U.S. - Large Cap,FlexShares US Quality Large Cap Index Fund,Northern Trust,-7.52%,12.93%,15.18%,-6.76%,16.22%,--,-3.38%,$30.87M,-$1.26M,$33.52M,$0.00M,$0.00M
HAIL,"136,910,000 ",0.45%,Equity: U.S. Mobility,SPDR S&P Kensho Smart Mobility ETF,State Street Global Advisors,-16.37%,--,-29.25%,-17.79%,21.34%,--,-19.29%,$159.78M,-$6.52M,$32.65M,-$4.82M,-$9.21M
IETC,"136,800,000 ",0.18%,Equity: U.S. Information Technology,iShares Evolved U.S. Technology ETF,Blackrock,-13.69%,--,8.59%,-13.78%,29.35%,--,-10.16%,$96.08M,$3.07M,$26.95M,$0.00M,$0.00M
VFMF,"136,690,000 ",0.19%,Equity: U.S. - Total Market,Vanguard U.S. Multifactor ETF,Vanguard,-6.37%,--,14.02%,-5.15%,13.16%,--,-4.40%,$42.42M,$31.58M,$60.89M,$26.79M,$26.79M
BTAL,"136,610,000 ",2.53%,Alternatives: Absolute Returns,AGFiQ U.S. Market Neutral Anti-Beta Fund,AGF,5.62%,-0.06%,-2.49%,7.07%,-3.48%,-1.34%,12.39%,$136.38M,$18.42M,$7.94M,$22.31M,$20.56M
FLLV,"135,630,000 ",0.29%,Equity: U.S. - Total Market,Franklin Liberty U.S. Low Volatility ETF,Franklin Templeton,-8.25%,14.41%,12.65%,-7.00%,16.86%,--,-3.69%,$88.66M,$2.56M,-$7.55M,$0.00M,$2.57M
FSEP,"135,280,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Buffer ETF - September,First Trust,-4.89%,--,5.61%,-4.29%,--,--,-2.86%,$136.18M,$30.30M,$119.65M,$5.34M,$8.93M
SOXS,"133,980,000 ",1.08%,Inverse Equity: U.S. Semiconductors,Direxion Daily Semiconductor Bear 3X Shares,Direxion,46.78%,-75.27%,-63.22%,44.25%,-83.20%,-67.32%,-17.97%,$603.70M,$37.74M,$118.05M,-$62.47M,-$26.88M
JOET,"133,380,000 ",0.29%,Equity: U.S. - Large Cap,Virtus Terranova U.S. Quality Momentum ETF,Virtus Investment Partners,-13.57%,--,8.51%,-12.61%,--,--,-10.05%,$117.91M,$40.68M,$40.20M,$3.20M,$6.51M
BIB,"133,290,000 ",0.95%,"Leveraged Equity: U.S. Pharma, Biotech & Life Sciences",ProShares Ultra NASDAQ Biotechnology,ProShares,-28.92%,6.75%,-43.39%,-32.07%,2.29%,18.73%,-36.90%,-$157.21M,-$20.88M,-$36.41M,-$13.25M,-$17.49M
AVLV,"133,100,000 ",0.15%,Equity: U.S. - Large Cap Value,Avantis U.S. Large Cap Value ETF,American Century Investments,-5.24%,--,--,-4.05%,--,--,-3.13%,$136.68M,$126.44M,$136.68M,$14.01M,$108.28M
TPHD,"132,180,000 ",0.52%,Equity: U.S. - High Dividend Yield,Timothy Plan High Dividend Stock ETF,Timothy Plan,-4.77%,--,19.02%,-2.80%,--,--,-0.32%,$100.09M,-$10.80M,-$15.90M,$6.37M,$8.00M
USDU,"131,940,000 ",0.50%,"Currency: Long USD, Short Global Basket",WisdomTree Bloomberg U.S. Dollar Bullish Fund,WisdomTree,1.69%,0.08%,5.37%,1.15%,0.79%,--,2.95%,$54.80M,-$17.07M,$24.68M,-$3.91M,-$3.91M
QQQN,"131,830,000 ",0.18%,Equity: U.S. - Large Cap,VictoryShares Nasdaq Next 50 ETF,Victory Capital,-17.99%,--,-14.52%,-17.64%,--,--,-18.01%,$125.82M,$3.47M,$23.39M,$1.45M,$1.45M
HYLD,"130,870,000 ",1.37%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",High Yield ETF,Exchange Traded Concepts,-3.64%,3.69%,-0.44%,-4.44%,2.99%,3.04%,-4.43%,-$16.99M,$2.38M,$35.50M,$0.00M,$0.00M
RYJ,"130,660,000 ",0.75%,Equity: U.S. - Total Market,Invesco Raymond James SB-1 Equity ETF,Invesco,-7.92%,8.51%,7.79%,-6.95%,12.55%,10.89%,-8.44%,-$70.30M,-$0.66M,-$11.39M,-$0.62M,-$0.62M
NETL,"130,290,000 ",0.60%,Equity: U.S. Real Estate,NETLease Corporate Real Estate ETF,Exchange Traded Concepts,-10.77%,--,13.39%,-7.56%,--,--,-9.86%,$126.95M,$8.47M,$77.26M,$5.23M,$5.23M
EWMC,"129,390,000 ",0.40%,Equity: U.S. - Mid Cap,Invesco S&P MidCap 400 Equal Weight ETF,Invesco,-8.10%,9.82%,9.62%,-6.78%,14.14%,11.95%,-6.65%,$2.63M,$4.60M,$27.54M,$2.67M,$2.67M
LSAF,"128,890,000 ",0.75%,Equity: U.S. - Large Cap,LeaderShares AlphaFactor U.S. Core Equity ETF,Redwood Investment Management,-7.36%,--,10.25%,-5.64%,13.08%,--,-4.51%,$45.90M,$11.97M,$37.47M,-$30.63M,$4.24M
VIXM,"128,810,000 ",0.85%,Alternatives: U.S. - Volatility,ProShares VIX Mid-Term Futures ETF,ProShares,5.33%,-2.71%,-18.13%,2.38%,10.20%,-19.09%,6.98%,$81.88M,-$7.46M,$61.14M,$11.45M,$11.45M
TMFS,"128,260,000 ",0.85%,Equity: U.S. - Small Cap Growth,Motley Fool Small-Cap Growth ETF,The Motley Fool,-17.36%,--,-25.35%,-16.49%,16.72%,--,-22.09%,-$5.96M,-$5.96M,-$5.96M,-$5.96M,-$5.96M
PSR,"127,910,000 ",0.35%,Equity: U.S. Real Estate,Invesco Active U.S. Real Estate ETF,Invesco,-11.57%,9.44%,23.34%,-8.17%,12.39%,9.64%,-3.49%,$80.74M,$0.30M,$15.89M,$0.42M,$0.42M
HUSV,"127,760,000 ",0.70%,Equity: U.S. - Large Cap,First Trust Horizon Managed Volatility Domestic ETF,First Trust,-7.37%,11.78%,17.20%,-5.26%,14.41%,--,-0.85%,-$86.78M,$1.69M,-$71.65M,$0.00M,$0.00M
SPUS,"127,690,000 ",0.49%,Equity: U.S. - Large Cap,SP Funds S&P 500 Sharia Industry Exclusions ETF,Toroso Investments,-10.43%,--,16.12%,-9.44%,--,--,-3.01%,$110.12M,$25.21M,$73.22M,$7.21M,$10.59M
IEZ,"127,270,000 ",0.41%,Equity: U.S. Oil & Gas Equipment & Services,iShares U.S. Oil Equipment & Services ETF,Blackrock,22.73%,-17.78%,35.49%,21.32%,-12.09%,-10.19%,3.53%,-$17.95M,$9.36M,-$15.84M,$3.41M,$22.31M
BNDD,"126,970,000 ",0.99%,"Fixed Income: U.S. - Government, Treasury Investment Grade",KraneShares Quadratic Deflation ETF,CICC,-3.26%,--,--,-4.18%,--,--,0.48%,$132.10M,$126.48M,$132.10M,$18.50M,$49.96M
PFIX,"126,950,000 ",0.50%,Alternatives: Spreads Inflation,Simplify Interest Rate Hedge ETF,Simplify Asset Management Inc.,7.62%,--,--,5.54%,--,--,-2.22%,$130.91M,$9.88M,$130.91M,$0.95M,$0.95M
XOUT,"126,620,000 ",0.60%,Equity: U.S. - Large Cap,GraniteShares XOUT U.S. Large Cap ETF,GraniteShares,-13.26%,--,6.03%,-12.88%,--,--,-9.46%,$98.22M,$6.55M,$19.53M,$0.00M,$0.00M
QABA,"126,580,000 ",0.60%,Equity: U.S. Regional Banks,First Trust NASDAQ ABA Community Bank Index Fund,First Trust,0.96%,2.72%,25.19%,2.46%,8.29%,9.82%,1.54%,-$113.84M,$3.09M,$7.32M,$6.26M,$6.26M
PBJ,"126,010,000 ",0.63%,Equity: U.S. Consumer Staples,Invesco Dynamic Food & Beverage ETF,Invesco,-3.28%,7.00%,13.35%,-1.20%,13.43%,9.81%,2.31%,$31.95M,$26.96M,$46.35M,$9.93M,$10.79M
PFEB,"125,800,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Power Buffer ETF - February,Innovator,-0.17%,--,10.38%,0.07%,--,--,0.63%,$95.98M,-$50.21M,$17.64M,-$5.85M,-$8.04M
URE,"125,040,000 ",0.95%,Leveraged Equity: U.S. Real Estate,ProShares Ultra Real Estate,ProShares,-21.16%,9.82%,43.03%,-15.76%,12.68%,12.34%,-11.97%,-$46.58M,-$1.48M,-$3.68M,-$4.78M,$3.38M
NURE,"124,590,000 ",0.35%,Equity: U.S. REITs,Nuveen Short-Term REIT ETF,Nuveen Securities,-9.74%,11.40%,36.98%,-7.29%,14.59%,--,-1.95%,$63.82M,$40.95M,$89.68M,$17.62M,$23.61M
DYNF,"124,240,000 ",0.30%,Equity: U.S. - Total Market,BlackRock U.S. Equity Factor Rotation ETF,Blackrock,-11.16%,--,7.77%,-10.67%,--,--,-10.06%,$84.28M,$38.25M,$52.84M,$23.69M,$21.80M
QQXT,"123,690,000 ",0.60%,Equity: U.S. - Large Cap,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,First Trust,-11.55%,13.03%,-3.04%,-10.51%,16.38%,13.20%,-11.85%,-$15.14M,-$12.82M,-$24.87M,$0.00M,$0.00M
RZG,"122,680,000 ",0.35%,Equity: U.S. - Small Cap Growth,Invesco S&P SmallCap 600 Pure Growth ETF,Invesco,-15.28%,8.24%,-9.77%,-14.11%,8.07%,11.02%,-15.03%,-$138.96M,-$0.91M,-$5.02M,-$1.60M,-$1.60M
TBX,"122,560,000 ",0.95%,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",ProShares Short 7-10 Year Treasury,ProShares,2.69%,-2.50%,3.74%,2.88%,-3.92%,-2.87%,1.40%,$74.55M,$17.02M,$99.00M,$18.44M,$18.44M
FLMB,"122,450,000 ",0.30%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Long-Term",Franklin Liberty Federal Tax-Free Bond ETF,Franklin Templeton,-2.47%,--,-1.96%,-2.49%,4.71%,--,-1.05%,$115.39M,$1.35M,$17.71M,$0.00M,$0.00M
DVOL,"121,900,000 ",0.60%,Equity: U.S. - Total Market,First Trust Dorsey Wright Momentum & Low Volatility ETF,First Trust,-14.01%,--,11.63%,-11.75%,14.10%,--,-7.47%,$74.86M,-$1.23M,-$15.54M,$1.65M,$3.23M
NJAN,"121,800,000 ",0.79%,Equity: U.S. - Large Cap,Innovator Growth-100 Power Buffer ETF - January,Innovator,-7.08%,--,2.20%,-6.93%,--,--,-5.81%,$114.71M,$41.69M,$33.12M,$51.13M,$51.13M
PSCE,"120,930,000 ",0.29%,Equity: U.S. Energy,Invesco S&P SmallCap Energy ETF,Invesco,9.38%,-18.55%,47.62%,8.22%,-9.21%,-14.11%,-10.87%,$91.05M,-$6.09M,$73.30M,$6.20M,$5.48M
MBSD,"120,260,000 ",0.20%,"Fixed Income: U.S. - Government, Mortgage-backed Investment Grade",FlexShares Disciplined Duration MBS Index Fund,Northern Trust,-1.29%,1.93%,-2.44%,-1.38%,2.64%,--,-1.75%,$48.62M,$12.77M,$24.65M,$2.29M,$2.29M
RBUS,"119,890,000 ",0.30%,Equity: U.S. - Large Cap,Nationwide Risk-Based U.S. Equity ETF,Nationwide,-8.34%,--,6.17%,-7.11%,15.31%,--,-5.20%,-$32.34M,-$3.04M,-$0.72M,-$1.02M,-$1.02M
LQDI,"118,970,000 ",0.18%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",iShares Inflation Hedged Corporate Bond ETF,Blackrock,-4.64%,--,2.59%,-3.63%,9.24%,--,-4.48%,$109.72M,$59.29M,$93.78M,$22.74M,$27.29M
IMTB,"118,790,000 ",0.06%,"Fixed Income: U.S. - Broad Market, Broad-based Intermediate",iShares Core 5-10 Year USD Bond ETF,Blackrock,-2.23%,3.03%,-3.42%,-2.24%,3.39%,--,-2.05%,$70.28M,-$10.14M,$0.12M,$0.00M,-$5.04M
EQWL,"118,010,000 ",0.25%,Equity: U.S. - Large Cap,Invesco S&P 100 Equal Weight ETF,Invesco,-5.50%,15.11%,17.97%,-4.56%,18.78%,14.69%,-2.87%,$27.77M,$9.49M,$32.50M,$5.16M,$6.88M
FMAY,"117,510,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Buffer ETF - May,First Trust,-3.98%,--,5.96%,-3.51%,--,--,-2.19%,$105.13M,$7.55M,$57.48M,-$1.93M,-$1.93M
PY,"117,490,000 ",0.15%,Equity: U.S. - Total Market Value,Principal Value ETF,Principal,-3.19%,11.25%,23.33%,-1.34%,16.43%,--,-0.30%,$95.00M,$69.85M,$98.44M,$39.21M,$39.21M
CHGX,"116,890,000 ",0.49%,Equity: U.S. - Large Cap,Change Finance U.S. Large Cap Fossil Fuel Free ETF,Change Finance,-11.81%,--,6.74%,-10.82%,18.27%,--,-10.03%,$104.98M,$26.71M,$80.81M,$14.47M,$14.47M
FAZ,"116,520,000 ",1.07%,Inverse Equity: U.S. Financials,Direxion Daily Financial Bear 3X Shares,Direxion,4.83%,-52.13%,-63.11%,3.04%,-63.50%,-49.56%,11.06%,$572.56M,-$29.98M,$52.50M,-$6.19M,$0.40M
PWC,"115,770,000 ",0.60%,Equity: U.S. - Total Market,Invesco Dynamic Market ETF,Invesco,-13.87%,6.99%,-3.71%,-12.57%,6.07%,11.03%,-12.04%,-$60.61M,-$1.96M,-$9.62M,$0.00M,-$2.52M
JSML,"115,170,000 ",0.30%,Equity: U.S. - Small Cap Growth,Janus Henderson Small Cap Growth Alpha ETF,Janus Henderson,-16.84%,12.31%,-19.43%,-16.05%,11.20%,--,-18.92%,$89.72M,$2.81M,$33.55M,-$1.42M,-$4.65M
PLRG,"115,030,000 ",0.15%,Equity: U.S. - Large Cap,Principal U.S. Large-Cap Adaptive Multi-Factor ETF,Principal,-10.40%,--,--,-9.79%,--,--,-6.45%,$116.40M,-$21.52M,$116.40M,-$3.06M,-$0.16M
BAPR,"114,760,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Buffer ETF - April,Innovator,-3.46%,--,8.08%,-3.06%,--,--,-1.63%,$91.94M,-$7.46M,$49.54M,-$1.69M,-$1.69M
DRN,"114,370,000 ",0.99%,Leveraged Equity: U.S. Real Estate,Direxion Daily MSCI Real Estate Bull 3x Shares,Direxion,-29.54%,0.82%,66.17%,-22.09%,3.43%,11.36%,-16.07%,$1.06M,-$16.22M,-$28.98M,$2.55M,-$1.79M
ONOF,"113,240,000 ",0.39%,Asset Allocation: U.S. Target Risk,Global X Adaptive U.S. Risk Management ETF,"Mirae Asset Global Investments Co., Ltd.",-9.69%,--,12.20%,-9.03%,--,--,-5.97%,$108.40M,$20.63M,$77.22M,$4.15M,$4.47M
FDMO,"112,900,000 ",0.29%,Equity: U.S. - Large Cap,Fidelity Momentum Factor ETF,Fidelity,-10.65%,13.88%,3.88%,-9.99%,15.80%,--,-7.75%,-$33.66M,$0.37M,-$21.43M,$0.34M,$0.34M
KJAN,"112,370,000 ",0.79%,Equity: U.S. - Small Cap,Innovator U.S. Small Cap Power Buffer ETF - January,Innovator,-6.73%,--,1.85%,-5.70%,--,--,-4.97%,$97.65M,$31.17M,$7.88M,$24.86M,$38.52M
PSCI,"112,260,000 ",0.29%,Equity: U.S. Industrials,Invesco S&P SmallCap Industrials ETF,Invesco,-10.07%,10.34%,4.35%,-9.32%,14.28%,12.77%,-6.51%,-$6.18M,-$6.79M,$44.61M,-$0.99M,-$0.99M
UCRD,"112,130,000 ",0.40%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",VictoryShares ESG Corporate Bond ETF,Victory Capital,-2.94%,--,--,-2.94%,--,--,-2.36%,$902.60M,$14.67M,$902.60M,$9.69M,$9.69M
FIBR,"111,990,000 ",0.25%,"Fixed Income: U.S. - Broad Market, Broad-based",iShares Edge U.S. Fixed Income Balanced Risk ETF,Blackrock,-2.71%,2.36%,-3.31%,-2.79%,2.70%,--,-2.43%,-$9.07M,-$0.02M,-$5.05M,$0.00M,$0.00M
BUZZ,"111,940,000 ",0.75%,Equity: U.S. - Total Market,VanEck Social Sentiment ETF,VanEck,-20.98%,--,--,-22.61%,--,--,-28.74%,$142.28M,-$32.44M,$142.28M,-$7.76M,-$10.69M
AESR,"111,880,000 ",1.46%,Equity: U.S. - Large Cap,Anfield U.S. Equity Sector Rotation ETF,Regents Park Funds,-8.96%,--,4.83%,-8.37%,--,--,-11.83%,$94.35M,$5.93M,$57.32M,$3.91M,$3.91M
BYLD,"111,550,000 ",0.20%,"Fixed Income: U.S. - Broad Market, Broad-based",iShares Yield Optimized Bond ETF,Blackrock,-2.36%,3.16%,-2.87%,-2.40%,3.60%,--,-1.99%,$89.03M,-$34.66M,-$81.65M,-$24.67M,-$24.67M
FJUN,"111,500,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Buffer ETF - June,First Trust,-3.75%,--,6.85%,-3.31%,--,--,-2.19%,$114.42M,$9.41M,$74.06M,$0.00M,$0.00M
RFDA,"111,240,000 ",0.52%,Equity: U.S. - Total Market,RiverFront Dynamic US Dividend Advantage ETF,SS&C,-2.45%,13.05%,20.21%,-1.38%,17.02%,--,1.92%,-$83.98M,-$26.42M,-$46.92M,-$12.73M,-$13.91M
FUNL,"110,870,000 ",0.50%,Equity: U.S. - Large Cap,CornerCap Fundametrics Large-Cap ETF,"CornerCap Investment Counsel, Inc.",-2.50%,--,19.25%,-1.30%,--,--,-1.00%,$87.90M,$5.79M,$28.58M,$3.17M,$3.70M
TDV,"110,840,000 ",0.46%,Equity: U.S. Information Technology,ProShares S&P Technology Dividend Aristocrats ETF,ProShares,-9.73%,--,11.54%,-9.18%,--,--,-3.12%,$70.57M,$0.72M,$3.73M,-$2.48M,-$1.82M
UJAN,"109,770,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Ultra Buffer ETF - January,Innovator,-3.35%,--,1.86%,-3.11%,5.63%,--,-2.97%,$59.43M,$19.90M,-$0.56M,$38.07M,$38.07M
BOCT,"109,720,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Buffer ETF - October,Innovator,-4.81%,--,8.19%,-4.25%,12.43%,--,-2.90%,$62.40M,$0.89M,$19.52M,$0.01M,$0.01M
XHS,"108,890,000 ",0.35%,Equity: U.S. Health Care Providers & Services,SPDR S&P Health Care Services ETF,State Street Global Advisors,-16.78%,10.37%,-15.28%,-16.25%,9.67%,13.04%,-15.20%,-$40.24M,-$31.41M,-$5.54M,-$8.12M,-$8.12M
PEZ,"108,470,000 ",0.60%,Equity: U.S. Consumer Discretionary,Invesco DWA Consumer Cyclicals Momentum ETF,Invesco,-15.55%,13.00%,-10.25%,-14.06%,15.42%,11.70%,-17.60%,$65.40M,$22.37M,$55.14M,-$70.25M,-$16.55M
RISN,"108,460,000 ",0.82%,Asset Allocation:Asset Allocation Target Outcome,Inspire Tactical Balanced ESG ETF,Inspire,-10.65%,--,-1.26%,-9.44%,--,--,-16.10%,$110.48M,$17.68M,$37.44M,$4.82M,$4.82M
BKMC,"107,890,000 ",0.04%,Equity: U.S. - Mid Cap,BNY Mellon US Mid Cap Core Equity ETF,BNY Mellon,-9.73%,--,7.54%,-8.78%,--,--,-9.13%,$59.12M,$4.86M,$25.84M,$0.00M,$0.00M
ISMD,"107,710,000 ",0.57%,Equity: U.S. - Extended Market,Inspire Small/Mid Cap Impact ETF,Inspire,-8.54%,--,-0.50%,-7.00%,9.38%,--,-12.56%,$39.25M,$1.24M,$8.61M,-$8.01M,-$6.28M
ZHDG,"107,460,000 ",1.02%,Asset Allocation:Asset Allocation Target Outcome,ZEGA Buy and Hedge ETF,Toroso Investments,-6.61%,--,--,-6.03%,--,--,-3.35%,$110.34M,$22.18M,$110.34M,$6.00M,$9.15M
SPYC,"106,780,000 ",0.29%,Equity: U.S. - Large Cap,Simplify US Equity PLUS Convexity ETF,Simplify Asset Management Inc.,-10.46%,--,12.06%,-9.86%,--,--,-5.74%,$87.70M,$7.74M,$21.45M,$3.48M,$3.48M
HKND,"106,550,000 ",0.11%,Equity: U.S. - Total Market,Humankind U.S. Stock ETF,Humankind USA LLC,-6.16%,--,--,-5.33%,--,--,-1.50%,$97.43M,$2.91M,$97.43M,$1.43M,$1.43M
IIGD,"106,170,000 ",0.13%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco Investment Grade Defensive ETF,Invesco,-1.57%,--,-2.75%,-1.56%,3.23%,--,-1.82%,$101.15M,$2.64M,$18.66M,$0.00M,-$2.62M
DAPR,"106,120,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Deep Buffer ETF - April,First Trust,-2.95%,--,--,-2.70%,--,--,-1.81%,$103.56M,$7.92M,$103.56M,$7.88M,$14.19M
PMAR,"106,060,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Power Buffer ETF - March,Innovator,-1.42%,--,8.79%,-1.14%,--,--,-0.32%,$87.38M,-$11.74M,$52.18M,-$0.79M,-$0.79M
MMLG,"104,260,000 ",0.85%,Equity: U.S. - Large Cap Growth,First Trust Multi-Manager Large Growth ETF,First Trust,-18.21%,--,-8.28%,-18.66%,--,--,-22.48%,$117.54M,-$27.91M,$117.54M,-$25.09M,-$26.47M
DXD,"104,130,000 ",0.95%,Inverse Equity: U.S. - Large Cap,ProShares UltraShort Dow30,ProShares,12.93%,-29.70%,-24.81%,10.26%,-33.29%,-27.19%,7.23%,$158.96M,-$3.95M,$2.38M,-$3.95M,$0.19M
RETL,"102,730,000 ",1.00%,Leveraged Equity: U.S. Broad Retail,Direxion Daily Retail Bull 3x Shares,Direxion,-35.93%,11.86%,-34.64%,-32.56%,26.59%,27.83%,-44.26%,$7.81M,$14.23M,$10.08M,$1.30M,-$0.48M
SSPY,"102,400,000 ",0.30%,Equity: U.S. - Large Cap,Syntax Stratified LargeCap ETF,Syntax Advisors,-6.54%,--,17.12%,-5.07%,17.30%,--,-3.14%,$78.23M,$1.83M,$49.23M,$0.00M,$0.00M
TWM,"102,230,000 ",0.95%,Inverse Equity: U.S. - Small Cap,ProShares UltraShort Russell2000,ProShares,27.36%,-28.76%,-9.15%,26.57%,-37.23%,-29.21%,28.15%,$194.25M,$18.18M,$27.80M,$11.71M,$8.46M
PSL,"101,040,000 ",0.60%,Equity: U.S. Consumer Staples,Invesco DWA Consumer Staples Momentum ETF,Invesco,-10.05%,9.15%,-7.17%,-8.26%,8.17%,11.39%,-9.08%,-$98.81M,$3.45M,-$2.90M,-$18.27M,$5.32M
FTXL,"100,910,000 ",0.60%,Equity: U.S. Semiconductors,First Trust Nasdaq Semiconductor ETF,First Trust,-15.86%,24.11%,2.91%,-14.54%,33.25%,--,0.13%,$49.28M,$13.07M,$27.47M,$4.12M,$12.24M
NUHY,"100,110,000 ",0.30%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",Nuveen ESG High Yield Corporate Bond ETF,Nuveen Securities,-2.28%,--,0.16%,-2.26%,--,--,-1.38%,$79.07M,$2.47M,$29.56M,$0.00M,$0.00M
DDEC,"99,960,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Deep Buffer ETF ??December,First Trust,-3.29%,--,3.51%,-3.14%,--,--,-2.02%,$73.89M,$43.92M,$17.47M,$21.21M,$24.49M
